URL,Name,Price,Reviews,Price_Segment,Est_Revenue
https://www.banggood.com/MO-FLY-P-51D-Mustang-1-or-16-Scale-685mm-Wingspan-2_4GHz-10CH-Built-in-Gyro-3D-or-6G-Switchable-One-Key-Aerobatics-Brushless-EPP-FPV-RC-Airplane-Glider-BNF-or-RTF-Compatible-DSM-SBUS-p-2040504.html?bid=88259&utm_design=132,MO-FLY P-51D Mustang 1/16 Scale 685mm Wingspan 2.4GHz 10CH Built-in Gyro 3D/6G Switchable One Key Aerobatics Brushless EPP FPV RC Airplane Glider BNF/RTF Compatible DSM SBUS - RTF With Camera One Battery,135.99,4.0,Mid Range,543.96
https://www.banggood.com/BlitzWolf-BW-AG1-Pro-AI-Smart-Glasses-with-HD-Camera-8MP-32MP-Interpolated-WiFi-bluetooth-Call-3D-Stereo-Surround-Sound-Dual-Noise-Cancelling-35g-IP65-Waterproof-Smart-Audio-Glasses-p-2043072.html?bid=76665,BlitzWolf BW-AG1 Pro AI Smart Glasses with HD Camera 8MP 32MP Interpolated WiFi bluetooth Call 3D Stereo Surround Sound Dual Noise Cancelling 35g IP65 Waterproof Smart Audio Glasses - Photochromic,52.99,4.0,Mid Range,211.96
https://www.banggood.com/BlitzWolf-BW-FYE17-bluetooth-Earphone-2-in-1-2-Pairs-TWS-Earbuds-Dual-LED-Power-Display-13mm-Large-Drivers-Stereo-Long-Battery-Life-Portable-Wireless-Earphone-with-Mic-p-2043355.html?bid=76529&cur_warehouse=CN&ID=6287848,BlitzWolf® BW-FYE17 bluetooth Earphone 2-in-1 2 Pairs TWS Earbuds Dual LED Power Display 13mm Large Drivers Stereo Long Battery Life Portable Wireless Earphone with Mic - Beige,29.99,0.0,Low Budget,0.0
https://www.banggood.com/MCHOSE-K7-Ultra-Wireless-Mouse-Tri-mode-PAW3950-Sensor-42000DPI-750IPS-Dual-8K-Return-Rate-500mAh-Rechargeable-Gaming-Mouse-59g-Lightweight-p-2041204.html?bid=82003&akmClientCountry=HK&,MCHOSE K7 Ultra Wireless Mouse Tri-mode PAW3950 Sensor 42000DPI 750IPS Dual 8K Return Rate 500mAh Rechargeable Gaming Mouse 59g Lightweight - Black,86.99,0.0,Mid Range,0.0
https://www.banggood.com/Ninkear-S14-Laptop-14-Inch-2_2K-Screen-AMD-Ryzen-5-7535HS-16GB-DDR5-1TB-SSD-1kg-Weight-60Wh-Battery-WIFI-6-Fingerprint-Unlocking-Backlit-Keyboard-Narrow-Bezel-Notebook-p-2039524.html?bid=87699,Ninkear S14 Laptop 14 Inch 2.2K Screen AMD Ryzen 5 7535HS 16GB DDR5 1TB SSD 1kg Weight 60Wh Battery WIFI 6 Fingerprint Unlocking Backlit Keyboard Narrow Bezel Notebook - Silver,619.99,13.0,Premium,8059.87
https://www.banggood.com/BlitzHome-Compact-Kitchen-Waste-Composter-2_5L-with-Visible-and-Odor-Free-Design-3-Modes-Quiet-Operation-Rapid-Food-Waste-to-Fertilizer-Conversion-p-2038882.html?bid=87745&utm_design=107,[EU Direct] BlitzHome® HQD-260-Plus Compact Kitchen Waste Composter 2.5L with Visible & Odor-Free Design 3 Modes Quiet Operation Rapid Food Waste to Fertilizer Conversion - White,399.99,5.0,Premium,1999.95
https://www.banggood.com/EU-Direct-JIMMY-H8-25000Pa-Cordless-Vacuum-Cleaner-160AW-Super-Power-Suction-with-4-Mode-LED-Screen-Display-Smart-Floor-Cleaning-p-2033208.html?bid=87360&utm_design=107,[EU Direct] JIMMY H8 25000Pa Cordless Vacuum Cleaner 160AW Super Power Suction with 4 Mode LED Screen Display Smart Floor Cleaning - EU Plug,259.46,5.0,Premium,1297.3
https://www.banggood.com/Astrolux-FT03-Pro-V2-SFT90X-LED-6100LM-1411M-High-Lumen-Thrower-Flashlight-USB-C-Rechargeable-Power-by-26650-Battery-Powerful-LED-Torch-Upgraded-High-Performance-Stepless-Dimming-LED-Strong-Search-Light-p-2043405.html?bid=45333&utm_design=153,Astrolux® FT03 Pro V2 SFT90X LED 6100LM 1411M High Lumen Thrower Flashlight USB-C Rechargeable Power by 26650 Battery Powerful LED Torch Upgraded High Performance Stepless Dimming LED Strong Search Light - Black With Battery,55.99,0.0,Mid Range,0.0
https://www.banggood.com/480ml-Vacuum-Thermos-Keep-Warm-Keep-Cold-Water-Bottle-LCD-Temperature-Display-Stainless-Steel-Double-Wall-Insulated-Cup-p-1975323.html?rmmds=SportsFlashDeals&cur_warehouse=CN&ID=6287832,480ml Vacuum Thermos Keep Warm Keep Cold Water Bottle LCD Temperature Display Stainless Steel Double Wall Insulated Cup - Blue,6.49,1763.0,Low Budget,11441.87
https://www.banggood.com/TENGOO-Outdoors-Mesh-Material-Breathable-Anti-slip-Lightweight-Sport-shoes-Air-shoes-for-Running-Basketball-Workout-Gym-p-2008143.html?rmmds=SportsFlashDeals&cur_warehouse=CN&ID=62878586290768,TENGOO Outdoors Mesh Material Breathable Anti-slip Lightweight Sport shoes Air shoes for Running Basketball Workout Gym - Black blue 41,24.99,9.0,Low Budget,224.91
